Name,Current price,Change(%),Open,High,Low,Volume
GLOBAL GAS CORP.,1.22,13.17,1.24,1.39,1.2,50503
MICROBOT MEDICAL INC.,1.02,12.86,1.05,1.05,1.0,50475
MOGO INC.,1.71,11.72,1.71,1.76,1.7,50341
PRAIRIE OPERATING CO.,12.73,6.88,11.95,12.73,11.9,50246
NEUROBO PHARMACEUTICALS INC.,4.13,4.03,3.97,4.29,3.94,50231
SMART SAND INC.,2.18,2.83,2.13,2.22,2.12,50131
CN ENERGY GROUP INC.,0.6535,11.16,0.66,0.679,0.6534,50127
PALISADE BIO INC.,4.91,14.84,5.11,5.38,4.63,50079
PATRIA LATIN AMERICAN OPPORTUNITY ACQUI,11.4,0.09,11.41,11.41,11.39,50046
AIMFINITY INVESTMENT,11.23,0.0,11.23,11.23,11.23,50000
RESEARCH FRONTIERS INC.,2.06,10.75,1.91,2.14,1.89,49865
UPEXI INC.,0.5,0.0,0.51,0.51,0.4506,49839
CINEVERSE CORP.,0.9999,1.0,0.9603,0.9999,0.9401,49799
ENSTAR GROUP LTD.,310.65,2.45,303.89,310.99,303.89,49717
CSP INC.,14.79,3.57,14.25,14.79,14.08,49707
PROPHASE LABS INC.,5.05,15.25,5.35,5.45,5.02,49652
VIRPAX PHARMACEUTICALS INC.,0.7249,0.68,0.6803,0.739,0.6803,49567
COYA THERAPEUTICS INC.,7.91,12.94,8.05,8.23,7.76,49397
INGLES MARKETS INC.,72.8,10.75,73.64,73.64,72.55,49329
LQR HOUSE INC.,1.02,10.97,1.06,1.06,1.0,49218
GREENLIGHT REINSURANCE,13.46,2.2,13.17,13.48,13.17,48852
NEUROGENE INC.,32.11,1.97,31.49,32.93,31.06,48817
MEIHUA INTERNATIONAL MEDICAL TECHNOLOGI,0.6499,3.16,0.6355,0.6526,0.632,48675
NISUN INTL ENTERPRISE DEVELOPMENT GROUP,4.96,14.98,5.2,5.43,4.96,48637
SEVEN HILLS REALTY TRUST,12.44,11.03,12.5,12.59,12.24,48608
RCI HOSPITALITY HLD.,47.25,2.34,46.33,47.36,46.03,48412
CHINA AUTOMOTIVE SYSTEMS INC.,3.67,5.16,3.53,3.69,3.53,48364
SACKS PARENTE GOLF INC.,0.5501,0.02,0.589,0.6206,0.5501,48271
XUNLEI LTD.,1.75,2.34,1.74,1.77,1.64,48130
SECURITY NATIONAL FINANCIAL,7.84,10.25,7.81,7.89,7.78,48126
THORNBURG,15.98,1.01,15.86,16.0,15.8,48109
RAPID MICRO BIOSYSTEMS INC.,0.82,0.0,0.8097,0.8899,0.8097,48067
SPI ENERGY CO.,0.566,17.21,0.6094,0.611,0.563,48051
SINGULAR GENOMICS SYSTEMS INC.,0.381,2.97,0.385,0.385,0.365,48008
TAT TECHNOLOGIES,15.22,11.34,14.0,15.7,13.98,47982
RENOVORX INC.,1.26,16.67,1.35,1.35,1.2,47912
B. RILEY FINANCIAL,16.5,1.54,16.3,16.65,16.24,47800
IMMIX BIOPHARMA INC.,2.25,6.13,2.18,2.26,2.05,47741
WILLDAN GROUP INC.,31.84,1.66,31.45,31.9,31.27,47684
COLLIERS INTERNATIONAL GROUP,111.61,0.89,110.99,112.15,110.75,47607
MINK THERAPEUTICS INC.,0.9601,12.53,0.99,1.02,0.9501,47599
EVOKE PHARMA INC.,0.432,17.1,0.4433,0.4457,0.4301,47438
PATRIOT NATIONAL BANCORP INC.,2.25,3.21,2.18,2.35,2.01,47388
PREFERRED BANK,76.65,1.39,76.06,76.79,75.78,47339
SIGMATRON INTERNATIONAL INC.,4.55,0.66,4.47,4.55,4.04,47210
MCGRATH RENTCORP,110.76,0.48,110.99,111.18,109.86,47144
WHITEHORSE FINANCE,13.25,0.68,13.18,13.29,13.14,46910
ARCA BIOPHARMA INC.,3.39,3.99,3.26,3.52,3.24,46889
IMUNON INC.,1.51,4.14,1.49,1.57,1.46,46860
ALLOT,2.2,13.08,2.26,2.27,2.2,46809
BIORESTORATIVE THERAPIES INC.,1.29,12.27,1.32,1.32,1.28,46627
RCM TECHNOLOGIES INC.,21.63,2.22,21.2,21.78,21.11,46544
ZALATORIS II ACQUISITION CORP,10.95,0.0,10.95,10.95,10.95,46357
L.B. FOSTER COMPANY,28.35,0.71,28.42,28.58,27.66,46291
SMITH MICRO SOFTWARE INC.,2.45,12.0,2.53,2.6,2.45,46147
CRITICAL METALS,9.94,22.56,8.5,9.98,8.16,46066
BIODESIX INC.,1.45,2.84,1.44,1.48,1.39,45924
CITY HOLDING COMPANY,102.5,1.03,101.88,102.57,101.06,45462
ONE STOP SYSTEMS INC.,2.42,6.14,2.31,2.44,2.31,45143
CONN S INC.,3.51,12.23,3.64,3.66,3.51,44937
MINERALYS THERAPEUTICS INC.,12.2,10.25,12.23,12.23,12.0,44910
AVALO THERAPEUTICS INC.,13.1,17.49,10.98,13.23,10.98,44830
LIPELLA PHARMACEUTICALS INC.,0.6492,10.81,0.65,0.6828,0.6349,44681
ATLAS LITHIUM CORP.,15.7,13.86,16.29,16.34,15.61,44666
REWALK ROBOTICS,4.72,15.41,4.93,4.93,4.65,44659
PAVMED INC.,1.73,4.85,1.65,1.8,1.65,44610
GLEN BURNIE BANCORP,4.47,8.76,4.3,4.47,4.25,44333
HEARTCORE ENTERPRISES INC.,0.81,10.96,0.7899,0.84,0.7173,44312
MYR GROUP INC.,159.32,3.01,155.93,159.87,155.93,44295
UFP TECHNOLOGIES INC.,256.64,3.89,248.91,257.55,248.57,44151
NORTHWEST PIPE CO.,35.07,0.69,34.92,35.07,33.86,44128
FOCUS UNIVERSAL INC.,0.2699,0.9,0.2686,0.282,0.2576,43986
CALAMOS DYNAMIC CONVERTIBLE &,22.57,0.58,22.47,22.83,22.47,43972
LIFEVANTAGE CORP.,7.53,2.31,7.34,7.54,7.31,43859
SILENCE THERAPEUTICS PLC ADS,21.91,10.41,22.45,22.59,21.58,43820
WD-40 COMPANY,230.98,10.05,231.6,231.6,229.01,43745
ICORECONNECT INC.,1.0,0.0,0.99,1.03,0.98,43715
ABLE VIEW GLOBAL INC.,1.5,0.67,1.49,1.55,1.35,43657
NEW MOUNTAIN FINANCE,25.36,0.24,25.3,25.37,25.26,43655
HEPION PHARMACEUTICALS INC.,1.12,11.75,1.19,1.19,1.06,43634
NAUTILUS BIOTECHNOLOGY INC.,2.69,1.89,2.69,2.71,2.64,43594
AYRO INC.,1.14,0.0,1.13,1.14,1.11,43581
BRIDGELINE DIGITAL INC.,1.18,0.85,1.16,1.19,1.12,43552
UXIN LTD.,2.46,13.53,2.5,2.66,2.45,43361
LIGHTPATH TECHNOLOGIES INC.,1.29,0.78,1.32,1.32,1.26,43358
GAIN THERAPEUTICS INC.,2.42,11.22,2.43,2.57,2.41,43303
ANIKA THERAPEUTICS INC.,24.57,10.49,24.7,25.16,24.45,43112
FRP HOLDINGS INC.,30.54,5.27,29.33,30.67,28.93,43021
GREAT ELM GROUP INC.,1.83,4.57,1.77,1.83,1.77,42977
BLUE HAT INTERACTIVE ENTERTAINMENT TECH,1.12,0.9,1.09,1.13,1.07,42968
SKYE BIOSCIENCE INC.,12.06,0.84,11.88,12.09,11.56,42933
BIOCERES CROP SOLUTIONS,10.95,0.46,10.83,11.02,10.83,42922
NORTHERN TECHNOLOGIES INTERNATIONAL,18.34,10.49,18.56,18.85,17.95,42896
OLYMPIC STEEL INC.,53.4,1.1,53.51,53.95,52.82,42889
TIGO ENERGY INC.,1.27,12.31,1.3,1.47,1.2,42794
TRAWS PHARMA INC.,0.6207,11.87,0.64,0.64,0.62,42637
YY GROUP HOLDING,1.43,0.7,1.45,1.5,1.35,42631
LEGACY HOUSING CORP.,23.61,1.24,23.47,23.79,23.37,42610
SRM ENTERTAINMENT INC.,1.47,10.68,1.48,1.48,1.44,42452
ISPIRE TECHNOLOGY INC.,7.86,3.83,7.58,7.86,7.5,42322
CALAMOS LONG/SHORT EQUITY & DYNAMIC,15.55,1.17,15.37,15.77,15.37,42157
ABIVAX SA ADS,13.86,10.29,13.82,14.07,12.22,42086
OPAL FUELS INC.,4.82,10.82,4.84,4.87,4.81,42024
FARMMI INC.,0.7601,13.72,0.76,0.78,0.76,41953
WASHINGTON TRUST BANCORP INC.,26.23,0.31,26.29,26.45,26.01,41778
CYCLACEL PHARMACEUTICALS INC.,2.05,0.0,2.05,2.12,1.99,41682
PARAMOUNT GLOBAL,20.84,1.66,20.51,21.1,20.51,41565
THE GLIMPSE GROUP INC.,1.08,11.82,1.09,1.11,1.01,41556
AMERICAN ONCOLOGY NETWORK INC.,2.13,12.74,2.0,2.19,1.99,41449
INDEPENDENT BANK,25.39,1.16,25.25,25.39,25.02,41340
FLUENT INC.,4.09,15.54,3.51,4.24,3.46,41314
AVEANNA HEALTHCARE HLD.,2.8,3.32,2.72,2.84,2.72,41148
IMAC HOLDINGS INC.,3.33,10.26,3.02,3.44,3.02,40960
OFS CAPITAL CORP.,9.89,1.02,9.79,9.89,9.7,40885
LAVA THERAPEUTICS N.V.,2.64,0.0,2.72,2.79,2.56,40843
AMPLITECH GROUP INC.,1.32,13.65,1.33,1.38,1.31,40774
Q32 BIO INC.,26.0,111.56,29.3,29.34,25.74,40613
SCIENJOY HOLDING,1.04,4.0,1.04,1.05,0.88,40575
INVO BIOSCIENCE INC.,0.89,2.29,0.899,0.9201,0.88,40574
TAYLOR DEVICES INC.,47.92,17.86,51.25,53.22,47.59,40296
LULU S FASHION LOUNGE HLD.,1.91,13.54,1.85,1.94,1.8,40281
OKYO PHARMA LTD.,1.32,110.81,1.42,1.48,1.27,40270
ENVVENO MEDICAL,5.01,1.62,4.92,5.01,4.8,40263
SURO CAPITAL,4.06,12.4,4.12,4.18,4.04,40218
SOCIETY PASS INC.,1.85,5.71,1.74,1.85,1.74,39626
RICHARDSON ELECTRONICS,10.82,1.6,10.68,10.85,10.65,39596
SEMLER SCIENTIFIC INC.,23.32,1.66,23.11,23.42,22.6,39456
NOVONIX LTD.,2.14,12.73,2.21,2.24,2.12,39429
POLAR POWER INC.,0.4791,13.7,0.4958,0.4958,0.478,39266
SINGULARITY FUTURE TECHNOLOGY,4.68,26.49,3.92,5.18,3.91,39233
BIOTRICITY INC.,1.19,11.65,1.22,1.23,1.15,39118
CARTER BANKSHARES INC.,12.93,0.08,12.89,12.93,12.76,39106
CHINA NATURAL RESOURCES INC.,0.92,14.27,0.96,0.9661,0.8867,39096
AUDIOCODES,10.04,0.5,10.02,10.1,9.99,39032
CORVEL CORP.,276.6,0.33,277.42,279.34,274.63,38968
DISTRIBUTION SOLUTIONS GROUP,36.32,0.67,36.31,37.1,35.95,38757
GOLDEN SUN HEALTH TECHNOLOGY GROUP,6.01,3.8,5.74,6.3,5.74,38291
FUNDAMENTAL GLOBAL INC.,1.27,1.6,1.2,1.27,1.19,38229
NEUROSENSE THERAPEUTICS,1.17,0.86,1.18,1.22,1.06,38201
JAYUD GLOBAL LOGISTICS,0.7299,4.27,0.7,0.7299,0.665,38170
ODYSSEY MARINE EXPLORATION,4.04,2.8,3.97,4.09,3.86,37926
EXAGEN INC.,1.86,17.0,1.99,1.99,1.86,37900
JOHNSON OUTDOORS INC.,35.68,0.79,35.46,35.7,34.93,37870
N2OFF INC.,0.85,15.72,0.86,0.93,0.841,37858
QUANTASING GROUP,2.27,1.79,2.27,2.49,2.24,37844
JOURNEY MEDICAL,3.6,0.0,3.6,3.66,3.46,37828
SYPRIS SOLUTIONS INC.,1.44,15.88,1.44,1.5,1.42,37742
TREVENA INC.,0.4,14.08,0.41,0.42,0.4,37545
CASI PHARMACEUTICALS INC.,3.55,9.57,3.27,3.8,3.16,37541
GH RESEARCH PLC,13.7,2.78,13.47,14.2,13.47,37519
ELECTRA BATTERY MATERIALS,0.477,3.45,0.4804,0.4804,0.4568,37516
ELTEK,11.89,5.6,11.52,12.31,11.52,37456
URBAN ONE INC. CLASS D,1.6,2.56,1.6,1.61,1.57,37437
CODORUS VALLEY BANCORP INC,22.3,0.04,22.41,22.5,22.19,37392
NATIONAL RESEARCH,30.34,0.3,30.44,30.72,30.16,37222
MEDALLION FINANCIAL,7.91,10.25,7.92,7.99,7.87,37154
WESTERN NEW ENGLAND BANCORP,6.8,11.16,6.8,6.81,6.75,36847
VIRAX BIOLABS GROUP,0.9,8.04,0.761,0.9149,0.75,36744
ALAUNOS THERAPEUTICS INC.,1.15,6.48,1.1,1.17,1.08,36724
SILVERCREST ASSET MANAGEMENT GROUP,15.08,0.67,15.09,15.3,14.88,36463
CAPITAL BANCORP INC.,20.4,11.54,20.65,20.65,20.25,36327
ORCHESTRA BIOMED HLD.,5.3,1.53,5.24,5.41,5.08,36318
FONAR CORP.,15.34,0.2,15.47,16.0,15.05,36270
LYTUS TECHNOLOGIES HLD.,2.72,13.89,2.89,2.89,2.61,36243
SIDUS SPACE INC.,3.03,1.34,3.1,3.1,2.99,36064
SCISPARC,1.13,12.59,1.14,1.19,1.13,36032
UNIVERSAL ELECTRONICS INC.,12.32,0.74,12.2,12.56,12.18,35979
AERIES TECHNOLOGY INC. ORD.,1.44,2.86,1.43,1.47,1.4,35966
FIRST MID BANCSHARES INC.,31.89,10.16,32.18,32.18,31.72,35964
BUSINESS FIRST BANCSHARES INC.,21.01,0.19,21.1,21.34,20.84,35963
MAMMOTH ENERGY SERVICES INC.,3.45,12.82,3.54,3.59,3.38,35927
COVENANT LOGISTICS GROUP INC.,47.4,1.85,46.81,47.44,46.77,35901
LOGICMARK INC.,0.82,1.23,0.801,0.8249,0.7813,35763
MIDWESTONE FINANCIAL GROUP,21.33,0.42,21.28,21.33,21.05,35743
374WATER INC.,1.29,1.57,1.31,1.31,1.27,35665
STREAMLINE HEALTH SOLUTIONS,0.337,12.03,0.35,0.3686,0.337,35634
GUARDFORCE AI CO.,2.83,2.17,2.79,2.85,2.77,35508
REVELATION BIOSCIENCES INC.,1.83,14.19,1.9,1.91,1.79,35473
MESA LABORATORIES INC.,111.64,11.02,113.63,117.16,108.0,35295
ACURX PHARMACEUTICALS INC.,2.51,13.83,2.54,2.64,2.51,35275
PROTAGENIC THERAPEUTICS INC.,1.56,16.59,1.53,1.7,1.52,35255
NEW HORIZON AIRCRAFT,1.04,4.0,1.04,1.08,1.0,35239
BULLFROG AI HOLDINGS INC.,2.98,1.71,2.99,3.03,2.9,35211
INTRUSION INC.,1.62,10.61,1.67,1.67,1.6,35198
EPSILON ENERGY LTD.,5.43,2.84,5.25,5.45,5.25,35072
LIMONEIRA CO,19.83,10.15,19.97,20.07,19.55,34990
TRUSTCO BANK CORP NY,28.16,0.54,28.18,28.22,27.75,34884
DATCHAT INC.,1.25,11.57,1.26,1.26,1.21,34856
FUTURE FINTECH GROUP INC.,0.81,0.0,0.814,0.823,0.788,34783
XOS INC.,7.49,15.55,7.98,7.99,7.4,34676
PIONEER POWER SOLUTIONS INC.,3.91,4.83,3.78,3.98,3.75,34632
DONEGAL GROUP INC.,13.01,10.15,13.02,13.07,12.93,34609
BIO-KEY INTERNATIONAL INC.,1.9,10.47,1.74,1.93,1.62,34561
ROCKY BRANDS INC.,35.88,2.54,34.63,35.97,34.63,34327
RBB BANCORP,18.67,1.58,18.53,18.73,18.44,34281
CALIBERCOS INC.,1.02,4.08,0.96,1.02,0.93,34240
HMN FINANCIAL INC.,22.35,0.22,22.62,22.62,22.2,34140
TRANSCAT INC.,134.51,0.03,135.01,137.68,134.03,34111
GRUPO AEROPORTUARIO DEL CENTRO NORTE S.,81.13,11.97,82.21,82.95,81.13,34099
SOW GOOD INC.,17.0,5.79,16.9,17.3,16.51,34089
INTELLIGENT LIVING APPLICATION GROUP,0.465,14.79,0.488,0.5,0.465,34016
ORRSTOWN FINANCIAL SERVICES,26.61,0.6,26.54,26.69,26.4,33980
PC CONNECTION INC.,68.18,0.84,68.07,69.06,67.33,33972
RESERVOIR MEDIA INC..,7.85,0.26,7.87,7.88,7.74,33970
NATIONAL BANKSHARES INC.,30.6,2.68,29.45,30.9,28.22,33935
ENTRADA THERAPEUTICS INC.,15.13,0.73,15.07,15.38,15.04,33861
UNIVERSAL LOGISTICS HLD.,45.71,2.9,44.96,45.73,44.39,33860
MONROE CAPITAL CORP.,7.37,10.54,7.39,7.41,7.35,33820
QURATE RETAIL,49.8,2.49,49.0,50.06,49.0,33713
PEPGEN INC.,14.56,2.25,14.38,14.62,13.86,33481
SPROTT FOCUS TRUST,7.82,0.51,7.76,7.84,7.76,33469
AMERICA S CAR-MART INC.,61.04,1.09,60.56,61.17,60.33,33385
ALPHA TAU MEDICAL,2.53,14.53,2.66,2.66,2.5,33361
RECRUITER.COM GROUP INC.,1.85,3.93,1.75,1.9,1.7,33310
QUEST RESOURCE HOLDING,9.32,0.11,9.36,9.42,9.22,33297
GAIA INC.,4.53,0.89,4.49,4.6,4.47,33257
ZOOZ POWER,2.26,17.38,2.53,2.53,2.02,33226
BRERA HOLDINGS PLC,1.07,0.0,1.03,1.1,1.01,33188
PREDICTIVE ONCOLOGY INC.,1.57,13.09,1.62,1.62,1.52,33167
NEONODE INC.,2.44,2.09,2.41,2.45,2.35,33122
CUMULUS MEDIA INC.,2.61,1.56,2.59,2.75,2.52,33100
INHIBIKASE THERAPEUTICS INC.,1.81,11.09,1.9,1.9,1.75,33059
TOMI ENVIRONMENTAL SOLUTIONS,0.8075,10.55,0.7909,0.8075,0.73,33059
MURANO GLOBAL INVESTMENTS PLC,9.85,117.57,11.58,11.85,9.66,33007
BITFUFU INC.,3.38,0.6,3.27,3.54,3.27,32976
CYTOSORBENTS CORP.,0.9,13.57,0.93,0.9765,0.8802,32836
APPTECH PAYMENTS,0.94,4.43,0.91,0.9555,0.9099,32723
MEDIWOUND,16.39,13.36,16.75,17.64,16.24,32695
CBL INTERNATIONAL,1.02,5.15,0.93,1.03,0.93,32691
ARCH CAPITAL GROUP,19.64,0.05,19.71,19.75,19.54,32664
PRIMIS FINANCIAL,10.7,1.52,10.6,10.7,10.56,32650
GLADSTONE LAND CORP.,19.8,0.3,19.75,19.98,19.68,32555
HWH INTERNATIONAL INC.,1.18,6.31,1.11,1.18,1.06,32415
LEAFLY HOLDINGS INC.,1.76,5.39,1.73,1.78,1.65,32362
CHARLES & COLVARD,2.37,1.28,2.35,2.4,2.31,32250
THE YORK WATER CO.,36.32,10.41,36.57,36.57,36.04,32224
NATURE S SUNSHINE PRODUCTS,15.43,0.19,15.62,15.88,15.39,32207
RESEARCH SOLUTIONS INC,2.66,13.62,2.72,2.73,2.65,32149
IMMUNOPRECISE ANTIBODIES,1.11,0.0,1.1,1.13,1.08,32060
TOP FINANCIAL GROUP,2.53,1.61,2.53,2.54,2.51,32054
QCR HOLDINGS INC.,58.02,0.38,58.17,58.17,57.38,32010
HOTH THERAPEUTICS INC.,1.22,5.17,1.16,1.22,1.16,31982
ALPINE 4 HOLDINGS INC.,0.576,12.37,0.64,0.645,0.57,31842
COLONY BANKCORP INC.,11.85,10.34,12.0,12.0,11.81,31841
PARKE BANCORP INC.,16.5,0.3,16.48,16.5,16.44,31770
MERCANTILE BANK,38.09,0.66,38.12,38.28,37.6,31755
MY SIZE INC.,3.85,13.27,3.98,4.01,3.7,31718
PURE CYCLE CORP.,9.25,1.54,9.16,9.27,9.1,31633
BLUEJAY DIAGNOSTICS INC.,0.49,11.61,0.501,0.5131,0.48,31347
SU GROUP HOLDINGS,2.43,13.95,2.54,2.56,2.26,31276
FNCB BANCORP INC.,5.99,10.33,6.03,6.05,5.96,31275
ALZAMEND NEURO INC.,0.6,0.94,0.6242,0.63,0.5901,31191
ACNB CORP.,31.99,10.62,32.4,32.81,31.7,31103
FAT BRANDS INC.,5.26,2.14,5.18,5.26,5.07,31088
AKARI THERAPEUTICS PLC ADS,1.95,4.84,1.84,1.95,1.7,31017
WATERSTONE FINANCIAL INC.,12.35,10.24,12.45,12.45,12.29,30966
DLH HOLDINGS CORP.,10.53,11.4,10.67,10.87,10.48,30915
WETOUCH TECHNOLOGY INC.,1.69,15.06,1.73,1.78,1.68,30853
KAZIA THERAPEUTICS,0.2793,3.44,0.271,0.2899,0.27,30837
DULUTH HOLDINGS INC.,4.49,0.9,4.48,4.53,4.45,30793
SAFETY INSURANCE GROUP INC.,76.67,10.17,77.1,77.48,76.49,30779
VINCI PARTNERS INVESTMENTS,11.13,3.82,10.7,11.17,10.7,30608
PODCASTONE INC.,1.88,8.05,1.74,1.9,1.7,30529
JIAYIN GROUP INC. ADS,6.5,10.46,6.57,6.65,6.45,30378
SYNCHRONOSS TECHNOLOGIES INC.,9.4,15.24,9.96,10.21,9.25,30351
APTOSE BIOSCIENCES INC.,1.11,2.78,1.08,1.13,1.08,30330
HITEK GLOBAL INC. ORD.,1.33,3.1,1.32,1.35,1.3,30164
HOME BANCORP INC.,36.79,0.52,36.7,37.41,36.58,30029
TFF PHARMACEUTICALS INC.,2.21,8.33,2.1,2.33,2.05,29991
VIOMI TECHNOLOGY CO. LTD ADS,0.76,2.7,0.7444,0.7999,0.7444,29823
SATELLOGIC INC.,1.13,3.67,1.08,1.15,1.08,29797
IRADIMED CORP.,42.38,0.38,42.59,43.03,41.86,29681
FUEL TECH INC.,1.18,4.42,1.16,1.18,1.16,29578
NUVVE HOLDING CORP.,0.6515,0.23,0.6746,0.6863,0.643,29438
CIDARA THERAPEUTICS INC.,12.02,0.84,12.0,12.2,11.65,29408
FINANCIAL INSTITUTIONS INC.,17.99,10.55,18.2,18.2,17.87,29407
SOLARBANK CORP.,6.11,1.33,6.12,6.24,5.96,29392
EVAXION BIOTECH A/S ADS,4.04,4.12,3.99,4.1,3.79,29343
INTELLICHECK INC.,3.14,1.95,3.03,3.19,3.0,29339
CONTINEUM THERAPEUTICS INC.,15.76,12.17,16.0,16.05,15.38,29292
SENTAGE HOLDINGS INC.,2.2,13.93,2.22,2.22,2.0,29229
IZEA WORLDWIDE INC.,2.78,1.09,2.72,2.83,2.72,29225
VIVOPOWER INTERNATIONAL PLC,3.28,12.67,3.43,3.43,3.23,29210
NANOVIBRONIX INC.,0.776,4.16,0.768,0.805,0.74,29203
HCW BIOLOGICS INC.,1.11,0.91,1.1,1.12,1.1,29200
CPS TECHNOLOGIES,1.78,2.89,1.71,1.78,1.7,29153
CYCLO THERAPEUTICS INC.,1.35,3.85,1.35,1.42,1.31,28979
ATLANTA BRAVES HLD.,41.2,2.41,40.46,41.2,40.3,28975
BRILLIANT EARTH GROUP INC.,2.27,0.44,2.26,2.29,2.25,28931
PENNS WOODS BANCORP INC.,19.9,2.1,19.6,19.99,19.6,28796
CRA INTERNATIONALINC.,171.84,0.93,169.81,172.36,169.81,28613
FIRST COMMUNITY BANKSHARES,34.69,1.26,34.51,35.4,34.5,28599
IVEDA SOLUTIONS INC.,0.6416,0.99,0.685,0.694,0.6403,28520
AVINGER INC.,2.6,18.13,2.8,2.97,2.6,28476
CREATIVE REALITIES INC.,3.62,3.13,3.58,3.7,3.37,28445
ATRION CORP.,462.93,10.23,464.01,477.94,457.79,28422
SONIM TECHNOLOGIES INC.,0.519,1.76,0.5355,0.5355,0.5,28406
AGNC INVESTMENT,23.94,10.21,24.0,24.08,23.9,28356
WINDTREE THERAPEUTICS INC.,3.9,7.73,3.7,3.98,3.7,28219
ENERGOUS CORP.,1.4,10.71,1.41,1.45,1.4,28161
BIOMERICA INC.,0.626,12.64,0.6459,0.6546,0.6251,28140
CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,3.0,1.01,2.98,3.04,2.97,28135
SNOW LAKE RESOURCES,0.831,14.37,0.842,0.87,0.83,28104
SIERRA BANCORP,21.51,2.23,21.17,21.62,21.17,28092
SMART POWERR CORP.,1.12,11.75,1.12,1.14,1.04,28034
GREAT SOUTHERN BANCORP INC.,52.04,0.56,52.04,52.16,50.84,28027
WORLD ACCEPTANCE,125.65,10.86,128.3,128.55,124.11,27877
PROVIDENT BANCORP INC.,9.39,0.64,9.38,9.39,9.26,27865
DRILLING TOOLS INTERNATIONAL,6.05,0.83,6.04,6.16,5.98,27806
BANK OF MARIN BANCORP,15.3,10.52,15.52,15.88,15.28,27761
VISLINK TECHNOLOGIES INC.,5.5,0.0,5.43,5.65,4.76,27652
GAUCHO GROUP HLD.,5.16,12.27,5.0,5.33,4.81,27606
GRAVITY CO. LTD. ADS,72.53,10.67,72.7,74.0,72.1,27523
TWIN DISC INC.,14.24,1.71,13.8,14.25,13.8,27373
CONIFER HOLDINGS INC.,0.85,15.55,0.82,0.8999,0.8,27361
BIOFRONTERA INC.,1.05,10.94,1.07,1.07,1.0,27203
COMMUNITY TRUST BANCORP INC.,42.58,0.35,42.5,42.63,42.3,27183
111 INC. ADS,1.2,10.83,1.27,1.27,1.2,26974
FARMER BROTHERS CO.,2.98,0.34,3.03,3.08,2.96,26839
HIREQUEST INC.,12.8,0.47,12.54,12.81,12.48,26511
PONCE FINANCIAL GROUP INC.,9.17,2.23,9.05,9.19,9.05,26477
KARAT PACKAGING INC.,28.91,3.25,28.08,28.91,28.0,26277
HOMETRUST BANCSHARES INC.,28.2,0.36,28.24,28.33,27.94,26136
GEN RESTAURANT GROUP INC.,11.58,12.44,12.14,12.14,11.35,26133
IRIDEX CORP.,2.45,11.61,2.56,2.56,2.42,26096
FLUX POWER HOLDINGS INC.,3.13,0.0,3.1,3.19,3.1,26086
FIVE STAR BANCORP,23.26,1.66,23.04,23.39,22.91,26067
EIGHTCO HOLDINGS INC.,0.6689,10.13,0.652,0.67,0.652,26016
INVESTCORP CREDIT MANAGEMENT BDC,3.22,0.63,3.2,3.24,3.16,26014
GLUCOTRACK INC.,2.03,0.5,2.16,2.16,2.0,26007
PROFOUND MEDICAL,7.31,11.48,7.6,7.6,7.31,25957
OP BANCORP,9.62,12.53,9.93,9.98,9.62,25924
ENSTAR GROUP LTD.,25.01,0.36,25.02,25.16,24.93,25924
X3 HOLDINGS CO.,0.7114,12.47,0.7193,0.7288,0.6808,25918
EUPRAXIA PHARMACEUTICALS INC.,2.85,0.0,2.85,2.96,2.83,25866
HONGLI GROUP INC.,1.71,12.84,1.75,1.79,1.71,25759
PRELUDE THERAPEUTICS INC.,4.09,1.24,4.19,4.28,3.91,25733
XCEL BRANDS INC,0.6998,2.91,0.729,0.729,0.671,25683
CAMDEN NATIONAL,32.32,0.06,32.47,32.7,32.32,25617
XYLO TECHNOLOGIES,2.16,1.41,2.13,2.35,2.13,25590
NETSOL TECHNOLOGIES INC.,2.62,0.38,2.6,2.66,2.55,25582
ENLIVEX THERAPEUTICS,1.4,2.19,1.33,1.4,1.33,25517
S&W SEED COMPANY,0.329,5.75,0.3211,0.3399,0.32,25435
CREDIT ACCEPTANCE,481.29,1.11,477.51,482.19,477.51,25259
CASS INFORMATION SYSTEMS INC,43.48,10.64,43.81,44.18,43.14,25241
FIRST FINANCIAL,37.31,0.43,37.51,37.51,37.08,25095
BIMI INTERNATIONAL MEDICAL,1.07,15.31,1.13,1.13,1.06,25060
FINNOVATE ACQUISITION,11.33,0.0,11.33,11.33,11.33,25013
CAPITAL CITY BANK GROUP,26.95,10.3,27.25,27.25,26.64,24991
THE DIXIE GROUP INC.,0.8888,14.44,0.9298,0.96,0.8887,24894
BIONEXUS GENE LAB CORP,0.52,14.41,0.55,0.55,0.5155,24859
KIDPIK CORP.,3.18,4.95,3.05,3.19,2.97,24849
BAYFIRST FINANCIAL,11.79,13.44,11.71,11.8,10.4,24845
FIRST INTERNET BANCORP,30.62,10.13,31.06,31.48,30.53,24728
USCB FINANCIAL HLD.,12.0,2.65,11.91,12.06,11.76,24689
ESTRELLA IMMUNOPHARMA INC.,0.992,10.8,1.005,1.02,0.9398,24153
KINGSTONE COMPANIES INC,5.06,10.59,5.1,5.2,4.98,24132
APTORUM GROUP LTD.,4.59,14.46,4.14,4.78,4.1,23993
